858	1003	3655	NDUFS2	1
859	1004	3656	FCER1G	1
860	1005	3658	TOMM40L	1
861	1006	3659	MIR5187	1
862	1007	3661	PCP4L1	1
863	1008	3663	SDHC	1
864	1009	3669	FCGR2A	1
865	1010	3671	HSPA6	1
866	1011	3676	FCGR2C	1
867	1012	3677	HSPA7	1
868	1013	3675	FCGR2B	1
869	1014	3683	FCRLA	1
870	1015	3684	FCRLB	1
871	1016	3686	DUSP12	1
872	1017	3688	ATF6	1
873	1018	3692	NOS1AP	1
874	1019	3693	MIR4654	1
875	1020	3696	MIR556	1
876	1021	3698	C1orf226	1
877	1022	3702	UHMK1	1
878	1023	3705	UAP1	1
879	1024	3707	DDR2	1
880	1025	3709	HSD17B7	1
881	1026	3713	RGS4	1
882	1028	3719	NUF2	1
883	1029	3728	PBX1	1
884	1030	3746	LRRC52	1
885	1031	3749	MGST3	1
886	1034	3759	UCK2	1
887	1036	3774	FMO9P	1
888	1037	3779	POGK	1
889	1038	3783	MAEL	1
890	1039	3787	DUSP27	1
891	1040	3791	POU2F1	1
892	1041	3800	RCSD1	1
893	1042	3801	MPZL1	1
894	1043	3806	DCAF6	1
895	1044	3807	MIR1255B2	1
896	1045	3810	TIPRL	1
897	1046	3813	SFT2D2	1
898	1047	3816	TBX19	1
899	1048	3818	MIR557	1
900	1049	3824	XCL1	1
901	1050	3829	LINC00626	1
902	1052	3835	ATP1B1	1
903	1053	3838	BLZF1	1
904	1054	3845	C1orf112	1
905	1055	3857	METTL11B	1
906	1056	3858	MIR3119-2	1
907	1058	3865	GORAB	1
908	1059	3868	PRRX1	1
909	1060	3870	MROH9	1
910	1061	3873	FMO3	1
911	1063	3875	FMO6P	1
912	1064	3876	FMO2	1
913	1065	3879	FMO1	1
914	1066	3882	FMO4	1
915	1067	3884	TOP1P1	1
916	1068	3888	PRRC2C	1
917	1070	3903	DNM3	1
918	1071	3904	DNM3-IT1	1
919	1073	3910	C1orf105	1
920	1074	3911	SUCO	1
921	1075	3913	FASLG	1
922	1076	3926	PRDX6	1
923	1078	3931	KLHL20	1
924	1079	3936	DARS2	1
925	1080	3937	GAS5-AS1	1
926	1081	3939	ZBTB37	1
927	1082	3949	RABGAP1L	1
928	1083	3952	GPR52	1
929	1084	3960	CACYBP	1
930	1085	3964	TNN	1
931	1087	3985	PAPPA2	1
932	1088	3990	BRINP2	1
933	1091	4001	RASAL2	1
934	1092	4007	TEX35	1
935	1093	4008	C1orf220	1
936	1094	4011	MIR4424	1
937	1095	4013	RALGPS2	1
938	1096	4017	FAM20B	1
